two_thousand_likes,twentyfive_hundred_likes,five_thousand_likes,ori_likes,message
2000,2500,5000,806,military evacue us embassy staff south sudan analysis interior situate abc news polit report Chris good
8000,7500,10000,7457,week winner megamillion jackpot ticket calif say wonder woke one night realize
2000,2500,5000,945,tonight nightly danger journey trace human cost immigr
6000,7500,10000,5125,new Judg rule mother brain dead calif girl remove hospita assume full response
4000,5000,5000,3724,least death attribute winter storm wallop northeast snow overnight delis bone chill temperature today
4000,5000,5000,3470,new phil everly half influent everly brother die age associe press la time report
2000,2500,5000,190,move come retail report billion loss fourth quarter end march
2000,2500,5000,1693,Marvin sappy alley delete patrick claim wife contact teenage children home
2000,2500,5000,1391,tea lawyer describe colleague lovably laid back person fatal shot policy barricade apart build hallway daughter side
2000,2500,5000,435,get rid
4000,2500,5000,2044,dead world war ii bomb explode german
2000,2500,5000,1566,luckily champagne gone confetti swept away january still gift consume
4000,2500,5000,2288,Ecclus first time since fake kidnap tiffing bray explain abc news drop every ran away fianc
2000,2500,5000,1605,suit alley chief order offic conduct campaign harass man
4000,5000,5000,3111,duo influence continue today green day Billi joe armstrong Norah Jone recent record tribute
2000,2500,5000,1115,Aubrey lee price vanish office rule dead policy alley grow marijuana florida house
2000,2500,5000,499,surveil video may use evil trayvon martin case
4000,5000,5000,3243,cold part us decad
4000,5000,5000,2585,thought seen every life new york newly mint mayor bill de Blasia said
2000,2500,5000,639,new york polit rivalry taken turn supernature
4000,5000,5000,2589,dread azoth rough day colleague tip
10000,10000,10000,8412,action star martial art expert steven Segal may follow arnold schwarzenegg footstep
8000,10000,10000,7893,Babi olivia live five day parent alley force deliver crush little skull caus brain death
2000,2500,5000,1993,sen rand paul kentucky said week obamacar system mess describe son incorrectly enrol medicaid say unsun family current cover
4000,5000,5000,3041,FAA tell abc news private jet crash land aspen colorado airport singer Leann rime Gibrian actor Kevin Nealon tweet wit plane crash
4000,5000,5000,3427,update sheriff dead injury aspen Colo private jet crash
2000,2500,5000,220,let call product let pink slime become term past tea gov rick Perri
2000,2500,5000,1684,past year hydraul fractur frack led boom oil nature ga product around nation also creat pollux fear
4000,5000,5000,2650,timothy Davison car ram snow median car became strand crash suspect got car shot Davison multiple time vehicle accord policy
4000,5000,5000,3011,baptist preacher arrest wife murder attempt board plane german
2000,2500,5000,1385,mv cape ray dock Portsmouth va destroy syria danger chemic weapon sea
2000,2500,5000,1721,year old Corbin durant hospita time mother count
8000,7500,10000,6305,danger cold west east wind chill low degree monday morn forecast
2000,2500,5000,1217,us supreme court grant hold gay marriage utah justice Sonia sotomayor refer case full court
10000,10000,10000,9525,polar vortex send danger arctic temperature flung us warn report around nation
2000,2500,5000,721,robert bigg Paradis calif say save help bear
2000,2500,5000,1550,policy arizona woman claim shot husband shotgun allegedly mistake intrude
4000,2500,5000,2016,mari kay letourneau jail seattle
2000,2500,5000,940,islam insure retake strategy city iraq include site hard fought us battle fallujah analysis abc chief foreign correspond Terri Moran
2000,2500,5000,1970,bu careen park lot tree onto led idaho offic build
2000,2500,5000,1859,janet yelled gain enough ye vote sent confirm new fed chair
4000,2500,5000,2473,men rais family admit kept money
6000,5000,5000,4332,hire come public outcry last year show lack divers address episode host Kerri washington
2000,2500,5000,595,teleprompt fail transform director book
4000,5000,5000,2937,accord satan temple director state also function purpose chair people age may sit lap satan inspire contempt
2000,2500,5000,199,anybody buy stuff
2000,2500,5000,87,along paul Ryan morn Georg h w bush also endorse romney late yesterday
2000,2500,5000,1032,steubenvil ohio high school football player release juvenile detent center less year convict rape year old girl parti
2000,2500,5000,1049,decad unit state fought war bitter counter insure plant democracy much fallujah fallen al Baeda
4000,2500,5000,2152,midst record break bitter cold u coast guard relentlessly fight ice build great lake region effort keep import ship channel open
4000,5000,5000,3402,passing aboard three amtrak train strand overnight remote part northern illinois blow drift snow amtrak office said today
2000,2500,5000,1187,thing need survive polarvortex
4000,2500,5000,2466,new old spice commerce leave laugh creep
2000,2500,5000,1023,live pre Obama speak unemploy insure white house
6000,5000,5000,4446,nurs union hospita overcharge patient time actual cost treatment
2000,2500,5000,1259,video nightly correspond gio benitez spend hour polar vortex
2000,2500,5000,348,time get creative would first thing half billion dollar like favorite reply comment section
2000,2500,5000,701,protect move day depth look mover suddenly chang price
2000,2500,5000,1596,eagle co colorado sheriff tell abc news Clayton Mandel one person dead three rescue back country avalanche near vail colorado
2000,2500,5000,1813,small town canada become intern surf hotspot
2000,2500,5000,1786,break us air for confirm abc news us military helicopt gone coast england northeast london policy believe people dead
10000,10000,10000,8390,chicago cover snow ice seen flight lake michigan tuesday latest polar vortex
10000,10000,10000,8171,girl dog allow OPer room help surgeon story abc steve osunsami abc world news dian sawyer video
2000,2500,5000,971,update policy us military helicopt crash marsh along coast england recovery service member believe dead current unsay due threat live amount
4000,5000,5000,2968,trap russian chines ship broken free ice antarctica us coast guard lit polar star icebreak en rout help derout origin mission story
4000,5000,5000,3971,cold little girl got tongue stuck flagpole polar bear chicago zoo head indoor escape inmate gave lam chilli outside prison wall
2000,2500,5000,1897,good morn america
2000,2500,5000,586,new memoir former defense secretary bob gate expect juice critic inside look up down foreign policy Obama administer
4000,2500,5000,2345,alley scam award uniform personnel cost taxpayer million dollar accord indict
4000,5000,5000,2583,playoff parti may one fewer dip option year
2000,2500,5000,1468,super cold weather actual increase domes violence expert say
2000,2500,5000,574,market execute su Gogol semi execute site use copyright busy headshot
4000,5000,5000,2781,break us navi say helicopt gone coast virginia search rescue underway Condit crew unknown
2000,2500,5000,1337,update navi crew member rescue helicopt crash virginia die other hospita remain miss
2000,2500,5000,1111,utah governor say tuesday state recognita sex marriage hold notice us supreme court put stay new marriage pend appeal lower court
2000,2500,5000,1867,air for confirm name us service member kill tuesday helicopt crash coast england
2000,2500,5000,160,new inform bin laden exact whereabout past ten year
4000,2500,5000,2477,word burrito vend machin
2000,2500,5000,930,attorney alley victim absolute sue FSU quarterback
4000,5000,5000,3184,former NFL player found dead florida hotel room complain stomach ill
2000,2500,5000,1732,new state dept acknowledge first time terrorist group led former gizmo detained involve benghazi attack abu susian umu leader ansar al sharia dargah libya
4000,5000,5000,3277,world worry Fukushima abc news correspond Cecilia vega investing tonight nightly
2000,2500,5000,1166,update navi nd crew member die follow helicopt crash alant wednesday remain miss hospita stable Condit
4000,5000,5000,2996,earth tri adjust polar vortex come me sun bot panic
2000,2500,5000,1151,email appear connect top aid new jersey gov Chris Christi controversy closer sever lane world busiest bring polit retribute sink
2000,2500,5000,902,prosecutor give example alley mass disable fraud use tie
2000,2500,5000,226,drama video emerge show school bu henryvil ind lift air flung diner tornado
2000,2500,5000,674,tennessee teen succumb pressure college student athlete turn alcohol ABus fake kidnap
2000,2500,5000,1663,former NFL player die reportedly tell mother suffer abdomen pain month
