likes,orimessage,message,noun
100,"On Jan. 25, HolmesÃ¢ÂÂ defense team asked for a hearing on the matter be delayed until April, citing the Ã¢ÂÂcomplex and difficultÃ¢ÂÂ process to serve Winter with a subpoena in New York, where she is based.",jan holm defense team ask hear matter delay april cite complex difficult process serv winter subpoena new york base,jan. holmesã¢ââ defense team hearing matter ã¢ââcomplex difficult  process winter subpoena york
100,Network Influence Poised to Make or Break Pathway to Citizenship?,network influence pois make break pathway citizenship,network influence pathway
100,A look at three commercials airing during the Super Bowl.,look three commerce air super bowl,look commercials bowl
100,"Huguely faces anywhere from one year to life in prison, based on what the jurors decide. ",huge face anywhere one year life prison base juror decide,year life prison jurors
100,Wall Street has its trading floor. Ticket sales have StubHub.,wall street trade floor ticket sale stubhub,wall street trading floor ticket sales
100,The critique seeks to counter 'glaring errors on which the Freeh Report is based.',critique seek counter glare error free report base,critique errors freeh report
100,The testimony has followed four days of accusations that paint Jodi Arias's ex-boyfirend Travis Alexander as increasingly abusive and sex-obsessed.,testimony follow four day accus paint Jodi aria ex boyfriend trav Alexandr increasingly ABus sex obsess,testimony days accusations jodi arias travis alexander
100,"Pistorius' family is 'battling to come to terms with Oscar being charged with murder,' and still believe 'there is no substance to the allegation.'",historic family battle come term oscar charge murder still believe substance alley,pistorius family terms oscar murder substance allegation
100,"Former House Speaker and 2012 GOP presidential candidate Newt Gingrich discussed his relationship with the Clintons, the battle over the sequester, and the possibility of him running for office again in a web exclusive interview after his appearance on the This Week roundtable.",former house speaker gop president candid newt Gingrich discuss relationship clinton battle sequest possible run offic web excls interview appear week roundtail,house speaker gop candidate newt gingrich relationship clintons battle sequester possibility office interview appearance week roundtable
100,"Ofentse Mogawane, a sprinter for the South African Olympic team who ran the 400-meter relay with Pistorius in the London summer games last year, said Pistorius had always been genial to him and other people.",fents mogawan sprinter south african Olympe team ran meter relay historic london summer game last year said historic alway genial people,mogawane sprinter olympic team relay pistorius london summer games year pistorius people
100,What do you want Diane Sawyer and George Stephanopoulos to ask the candidates?,want dian sawyer Georg stephanopoulo ask candid,diane sawyer george stephanopoulos candidates
100,"'She was never refused service and she was never called fat,' owner Penny Wells of the Natural Healing Center in Aurora told ABC News today.",never refuse service never call fat owner penni well nature heal center aurora told abc news today,'she service fat owner penny wells healing center news today
100,The grounding comes just days after the Marine Corps gave its variation of the fighter the green light to fly again after its own month-long grounding for an unrelated problem.,ground come day Marin corp gave variant fighter green light fly month long ground unreal problem,grounding days corps variation fighter light grounding problem
100,"Mike Fayette, of Alexandria Bay, N.Y., chose to retire early instead of fighting charges of 'insubordination and failure to comply with settlement terms previously agreed upon.'",mike fayest alexandria bay n chose retire early instead fight charge insubordin failure comply settlement term previous agre upon,mike fayette alexandria bay charges 'insubordination failure settlement terms
100,The allegations by the prosecution and the explanation by Pistorius for Steenkamp's shooting were one of many discrepancies between the prosecution and the defense in the unraveling in a Pretoria courtroom of what happened Feb. 14.,alley prosecute explain historic steenkamp shoot one mani discerp prosecute defense unravel pretoria courtroom happen feb,allegations prosecution explanation pistorius steenkamp shooting discrepancies prosecution defense unraveling pretoria courtroom
